Date,Open,High,Low,Close,Adj Close,Volume
5/18/2015,87.544289,88.534286,87.024284,88.267143,88.267143,14812000
5/19/2015,88.888573,89.785713,87.809998,88.068573,88.068573,19101600
5/20/2015,88.214287,89.108574,87.362854,88.790001,88.790001,12756800
5/21/2015,89.081429,89.571426,88.181427,89.002853,89.002853,12767300
5/22/2015,89.178574,89.407143,88.692856,88.83857,88.83857,7466200
5/26/2015,88.874283,89.061432,87.785713,87.992859,87.992859,9646000
5/27/2015,88.14286,89.907143,87.928574,89.85714,89.85714,10506300
5/28/2015,89.714287,89.855713,88.93,89.507141,89.507141,7821800
5/29/2015,89.472855,90.205711,88.955711,89.151428,89.151428,12712000
6/1/2015,88.837143,89.121429,87.944283,89.002853,89.002853,9926000
6/2/2015,88.711426,89.678574,88.405716,89.129997,89.129997,7529200
6/3/2015,89.242859,89.732857,88.644287,88.808571,88.808571,6237700
6/4/2015,88.378571,89.428574,88.042854,89.348572,89.348572,10074400
6/5/2015,89.214287,90.540001,89.125717,90.459999,90.459999,11624200
6/8/2015,90.714287,90.815712,88.995712,89.604286,89.604286,11148900
6/9/2015,89.33429,92.714287,89.33429,92.449997,92.449997,22024800
6/10/2015,93.395714,98.970001,93.225716,95.871429,95.871429,57121400
6/11/2015,96.889999,96.918571,94.087143,95.094284,95.094284,26623100
6/12/2015,94.91571,95.342857,94.124283,94.418571,94.418571,10278800
6/15/2015,92.85714,93.591431,91.658569,93.431427,93.431427,19054000
6/16/2015,94.242859,95.60714,93.691429,95.272858,95.272858,16043300
6/17/2015,95.132858,95.132858,93.957146,94.271431,94.271431,9905000
6/18/2015,94.651428,95.341431,94.368568,94.742859,94.742859,8962800
6/19/2015,96.242859,96.418571,93.821426,93.871429,93.871429,19814900
6/22/2015,95.042854,96.692856,94.188568,96.414284,96.414284,16732800
6/23/2015,96.335716,97.389999,95.75,97.312859,97.312859,15626100
6/24/2015,100.014282,100.891426,96.397141,96.944283,96.944283,77138600
6/25/2015,95.48143,96,93.458572,94.891426,94.891426,41623400
6/26/2015,95.300003,95.314285,93.08857,93.08857,93.08857,30314900
6/29/2015,91.505714,92.912857,91.117142,92.23143,92.23143,24575600
6/30/2015,93.35714,94.355713,92.785713,93.848572,93.848572,16880500
7/1/2015,94.805717,95.238571,93.218575,93.635712,93.635712,14699300
7/2/2015,93.998573,94.19857,93.214287,94.044289,94.044289,11053000
7/6/2015,93.472855,94.928574,93.339996,94.571426,94.571426,11808300
7/7/2015,95.012856,95.427139,92.622856,94.091431,94.091431,21573300
7/8/2015,93.471428,93.995712,92.284286,93.507141,93.507141,12990600
7/9/2015,94.900002,95.845711,94.285713,95.727142,95.727142,16731400
7/10/2015,97.522858,98.502853,96.900002,97.228569,97.228569,21636300
7/13/2015,98.098572,102.308571,98.078568,101.087143,101.087143,33205200
7/14/2015,101.271431,101.635712,99.652855,100.371429,100.371429,19736500
7/15/2015,99.970001,100.75,97.050003,98.129997,98.129997,30898600
7/16/2015,111.019997,116.489998,107.68,115.809998,115.809998,63461000
7/17/2015,117.339996,117.879997,114.239998,114.769997,114.769997,25136900
7/20/2015,114.699997,114.699997,110.139999,110.550003,110.550003,22676900
7/21/2015,110.209999,113.709999,109.32,112.510002,112.510002,14085400
7/22/2015,112.139999,113.879997,110.559998,111.5,111.5,10500500
7/23/2015,110.910004,112.18,109.839996,110.099998,110.099998,8306800
7/24/2015,111.550003,111.68,108.900002,109.339996,109.339996,8125100
7/27/2015,107.790001,109.860001,106.25,106.43,106.43,11302600
7/28/2015,107.290001,107.940002,103.879997,106.900002,106.900002,11155900
7/29/2015,106.830002,107.75,105.400002,107.080002,107.080002,6695600
7/30/2015,106.400002,111.900002,105.400002,111.559998,111.559998,14229200
7/31/2015,111.949997,115,111.150002,114.309998,114.309998,16349100
8/3/2015,114.599998,114.599998,111.779999,112.559998,112.559998,10144800
8/4/2015,113.150002,122.790001,113,121.150002,121.150002,29653300
8/5/2015,125.620003,129.289993,122.709999,123.709999,123.709999,26946500
8/6/2015,126.290001,128.850006,122.040001,126.449997,126.449997,24716700
8/7/2015,126.419998,126.599998,121.300003,123.519997,123.519997,17360700
8/10/2015,126.089996,126.5,121.510002,123.029999,123.029999,13424600
8/11/2015,120.010002,123.760002,120,122.739998,122.739998,11596800
8/12/2015,121.470001,122.449997,118.660004,120.510002,120.510002,13822500
8/13/2015,120.989998,125.730003,119.339996,123.730003,123.730003,15284400
8/14/2015,124.959999,125,123,123.389999,123.389999,8667700
8/17/2015,123.139999,125.699997,122.589996,125.360001,125.360001,9233800
8/18/2015,125.260002,126.75,123.550003,124.050003,124.050003,9382000
8/19/2015,123.5,123.699997,121.5,122.059998,122.059998,10115300
8/20/2015,119.800003,121.449997,111.339996,112.489998,112.489998,28045300
8/21/2015,106.199997,110,102.75,103.959999,103.959999,33228300
8/24/2015,88.75,109.629997,85.5,96.879997,96.879997,59951900
8/25/2015,107.75,107.879997,101.5,101.519997,101.519997,37620700
8/26/2015,107.150002,110.279999,102.019997,110.129997,110.129997,36164600
8/27/2015,114.940002,118.25,113.019997,117.660004,117.660004,37056100
8/28/2015,116.349998,119.349998,115.879997,117.629997,117.629997,20240200
8/31/2015,115.239998,117,113.760002,115.029999,115.029999,17005600
9/1/2015,109.349998,111.239998,103.82,105.790001,105.790001,35977100
9/2/2015,109.309998,109.5,100.300003,105.440002,105.440002,39843300
9/3/2015,102.690002,104.169998,100.110001,101.059998,101.059998,29546700
9/4/2015,98.050003,99.93,97.339996,98.790001,98.790001,24212000
9/8/2015,102.080002,102.5,93.550003,94.949997,94.949997,43479700
9/9/2015,96.510002,102.790001,95.519997,99.18,99.18,35524400
9/10/2015,99.419998,100.849998,96.779999,99.480003,99.480003,21031900
9/11/2015,98.57,100.849998,97.230003,97.510002,97.510002,17373900
9/14/2015,96.839996,97.910004,94.330002,95.690002,95.690002,15546000
9/15/2015,95.220001,99.650002,93.610001,99.160004,99.160004,22591100
9/16/2015,99.699997,104.480003,99.330002,104.080002,104.080002,28058200
9/17/2015,103.669998,107.5,101.830002,104.209999,104.209999,25817700
9/18/2015,102,104.360001,100.709999,102.620003,102.620003,21715000
9/21/2015,103.300003,103.769997,99.559998,100.300003,100.300003,17900600
9/22/2015,98.290001,99.900002,97,98.470001,98.470001,16717900
9/23/2015,98.599998,99.739998,97.660004,98.07,98.07,10264500
9/24/2015,97.110001,104,96.779999,103.760002,103.760002,21274500
9/25/2015,105.300003,105.449997,101.57,102.239998,102.239998,19066600
9/28/2015,101.57,103.330002,97.839996,99.470001,99.470001,17026600
9/29/2015,99.629997,100.629997,96.849998,98.349998,98.349998,17405900
9/30/2015,99.910004,103.459999,99.050003,103.260002,103.260002,17027600
10/1/2015,102.910004,106.110001,101.120003,105.980003,105.980003,17426900
10/2/2015,103.010002,106.870003,101.449997,106.110001,106.110001,21526700
10/5/2015,107.480003,112.279999,105.760002,111.25,111.25,21157900
10/6/2015,110.330002,112.25,105.639999,108.330002,108.330002,20629800
10/7/2015,108.839996,109.779999,106.75,108.099998,108.099998,12329500
10/8/2015,107.940002,115.050003,102.599998,114.93,114.93,42831900
10/9/2015,114.110001,115.830002,112.440002,113.330002,113.330002,22455200
10/12/2015,114.449997,115.419998,112.360001,113.449997,113.449997,12624500
10/13/2015,112.849998,113.720001,108.779999,109.730003,109.730003,17512100
10/14/2015,111.5,111.629997,108.050003,110.230003,110.230003,33231500
10/15/2015,103.769997,104.879997,99.099998,101.089996,101.089996,48484300
10/16/2015,100.209999,101.650002,98.410004,98.989998,98.989998,21340500
10/19/2015,98.07,103.620003,96.260002,101.690002,101.690002,29964700
10/20/2015,101.059998,102.110001,97.580002,98.989998,98.989998,17345600
10/21/2015,99.669998,100.339996,97.010002,97.959999,97.959999,13728500
10/22/2015,98.07,99.93,96.860001,97.32,97.32,12786800
10/23/2015,97.610001,101.559998,97.269997,100.040001,100.040001,18019900
10/26/2015,100.050003,103.309998,99.379997,103.040001,103.040001,12234800
10/27/2015,102.580002,104.720001,101.230003,103.07,103.07,12066400
10/28/2015,102.900002,106.209999,102.059998,105.800003,105.800003,13094000
10/29/2015,105,106.910004,104.75,105.120003,105.120003,9841400
10/30/2015,105.120003,110.099998,104.900002,108.379997,108.379997,15571500
11/2/2015,109.199997,109.370003,106.300003,107.639999,107.639999,11784600
11/3/2015,107.360001,111.050003,107.239998,109.739998,109.739998,12484100
11/4/2015,110.360001,114.279999,109.389999,114.050003,114.050003,17505000
11/5/2015,113.75,115.68,111.720001,113.5,113.5,13814900
11/6/2015,113.389999,114.800003,112.050003,114.059998,114.059998,10936600
11/9/2015,113.360001,114,108.639999,109.860001,109.860001,16154600
11/10/2015,108.860001,112.839996,108.010002,112.699997,112.699997,11166400
11/11/2015,113.080002,114.610001,111.410004,112.860001,112.860001,11039200
11/12/2015,112.519997,115.25,108.199997,108.919998,108.919998,17568200
11/13/2015,108.339996,109.07,103.269997,103.650002,103.650002,18819400
11/16/2015,102.970001,111.650002,101.860001,111.349998,111.349998,19866200
11/17/2015,112.110001,118.790001,111.699997,117.099998,117.099998,33016300
11/18/2015,117.940002,121,116.099998,120.629997,120.629997,23353600
11/19/2015,120.25,123.129997,119.610001,120.220001,120.220001,19253200
11/20/2015,120.849998,124.07,119.209999,123.839996,123.839996,17977000
11/23/2015,124.300003,126.199997,121.660004,125.029999,125.029999,15727000
11/24/2015,123.669998,124.660004,120.029999,123.309998,123.309998,18335300
11/25/2015,124.230003,125.199997,122.360001,124.160004,124.160004,10980700
11/27/2015,123.849998,126.389999,123.589996,125.440002,125.440002,6645500
11/30/2015,126.029999,126.599998,122.889999,123.330002,123.330002,13894000
12/1/2015,124.470001,125.57,122.419998,125.370003,125.370003,12550800
12/2/2015,125.529999,131.350006,124.93,128.929993,128.929993,24105700
12/3/2015,129.619995,132.199997,126.389999,126.809998,126.809998,26647300
12/4/2015,127,130.990005,125.75,130.929993,130.929993,20250400
12/7/2015,131.190002,133.270004,122.75,125.360001,125.360001,23351600
12/8/2015,121.510002,128.240005,121.099998,126.980003,126.980003,18591100
12/9/2015,127.699997,128.779999,122.330002,124.199997,124.199997,17788800
12/10/2015,124.5,125.209999,121.620003,122.910004,122.910004,13474100
12/11/2015,121.449997,123,118.599998,118.910004,118.910004,16105300
12/14/2015,119.769997,120.900002,114.660004,120.669998,120.669998,18679300
12/15/2015,121.93,123.300003,118.540001,118.599998,118.599998,11760000
12/16/2015,119.800003,123,118.089996,122.639999,122.639999,13181000
12/17/2015,123.970001,126.349998,122.419998,122.510002,122.510002,17284900
12/18/2015,120.849998,122.190002,117.919998,118.019997,118.019997,17948100
12/21/2015,119.510002,119.589996,115.660004,116.629997,116.629997,11670000
12/22/2015,117.300003,117.43,114.860001,116.239998,116.239998,9689000
12/23/2015,116.910004,118.559998,115.779999,118.160004,118.160004,9324300
12/24/2015,118.220001,118.800003,117.300003,117.330002,117.330002,3531300
12/28/2015,117.260002,117.349998,113.849998,117.110001,117.110001,8424300
12/29/2015,118.190002,119.599998,116.919998,119.120003,119.120003,8159200
12/30/2015,118.949997,119.019997,116.43,116.709999,116.709999,8149700
12/31/2015,116.209999,117.459999,114.279999,114.379997,114.379997,9273000
1/4/2016,109,110,105.209999,109.959999,109.959999,20794800
1/5/2016,110.449997,110.580002,105.849998,107.660004,107.660004,17664600
1/6/2016,105.290001,117.910004,104.959999,117.68,117.68,33045700
1/7/2016,116.360001,122.18,112.290001,114.559998,114.559998,33636700
1/8/2016,116.330002,117.720001,111.099998,111.389999,111.389999,18067100
1/11/2016,112.129997,116.790001,111.199997,114.970001,114.970001,21920400
1/12/2016,116.110001,117.779999,115.080002,116.580002,116.580002,15133500
1/13/2016,114.43,114.480003,104.529999,106.559998,106.559998,24921600
1/14/2016,105.650002,109.25,101.209999,107.059998,107.059998,23664800
1/15/2016,102.43,105.5,101.720001,104.040001,104.040001,19775100
1/19/2016,106.57,110.139999,105.550003,107.889999,107.889999,35722800
1/20/2016,108.910004,109.989998,97.050003,107.739998,107.739998,53009400
1/21/2016,108.32,108.510002,102.099998,102.349998,102.349998,31027500
1/22/2016,104.720001,104.989998,99.220001,100.720001,100.720001,26821800
1/25/2016,99.779999,102.68,99,99.120003,99.120003,20321100
1/26/2016,99.739998,100.550003,94.849998,97.830002,97.830002,22083900
1/27/2016,96.610001,97.849998,90.589996,91.150002,91.150002,25556200
1/28/2016,93.839996,95.25,90.110001,94.410004,94.410004,24562300
1/29/2016,92,94.389999,90.629997,91.839996,91.839996,20463900
2/1/2016,91.790001,97.18,91.300003,94.089996,94.089996,19684500
2/2/2016,95.540001,96.650002,90.730003,91.489998,91.489998,21906500
2/3/2016,92.410004,92.690002,86.139999,90.739998,90.739998,27466000
2/4/2016,89.5,91.25,86.540001,89.709999,89.709999,19108600
2/5/2016,88.230003,88.949997,81.860001,82.790001,82.790001,25929300
2/8/2016,80.57,84.699997,79.949997,83.32,83.32,25035600
2/9/2016,81.75,88.400002,81.550003,86.129997,86.129997,25892900
2/10/2016,89,92.209999,87.419998,88.449997,88.449997,23146500
2/11/2016,87.419998,88.389999,82.910004,86.349998,86.349998,21820300
2/12/2016,86.639999,89.720001,85.260002,87.400002,87.400002,19067700
2/16/2016,89,90.139999,87.540001,89.050003,89.050003,16356600
2/17/2016,90.129997,94.769997,89.639999,94.760002,94.760002,18323800
2/18/2016,94.800003,94.900002,90.309998,90.489998,90.489998,17695300
2/19/2016,89.980003,91.400002,88.029999,89.230003,89.230003,14259200
2/22/2016,90.75,93.110001,88.300003,91.93,91.93,16321800
2/23/2016,91.400002,92.489998,89.050003,89.120003,89.120003,12744400
2/24/2016,88.5,91.760002,86.699997,91.610001,91.610001,15972800
2/25/2016,91.080002,94.809998,90.209999,94.529999,94.529999,17898800
2/26/2016,95.300003,97.480003,94.25,94.790001,94.790001,16975200
2/29/2016,94.809998,97.199997,93.339996,93.410004,93.410004,13663100
3/1/2016,94.580002,99.160004,93.610001,98.300003,98.300003,17048800
3/2/2016,98.010002,99.480003,95.900002,97.610001,97.610001,19102800
3/3/2016,97.830002,98.349998,95.389999,97.93,97.93,15320900
3/4/2016,98.760002,102.220001,98.32,101.580002,101.580002,23414600
3/7/2016,101,101.790001,95.25,95.489998,95.489998,23855200
3/8/2016,95,98.279999,94.5,96.230003,96.230003,14797000
3/9/2016,96.82,98.370003,95,98,98,12298700
3/10/2016,98.18,99.739998,95.449997,97.360001,97.360001,17002100
3/11/2016,99.510002,99.599998,96.050003,97.660004,97.660004,15114300
3/14/2016,97.199997,99.419998,97.169998,98.129997,98.129997,11251900
3/15/2016,97.870003,98.510002,96.43,97.860001,97.860001,9691800
3/16/2016,97.529999,99.730003,97.5,99.349998,99.349998,12630500
3/17/2016,99.050003,101.389999,99,99.720001,99.720001,13825000
3/18/2016,100.5,102.410004,100.010002,101.120003,101.120003,15453500
3/21/2016,101.150002,102.099998,99.5,101.059998,101.059998,9578500
3/22/2016,100.480003,101.519997,99.199997,99.839996,99.839996,9069900
3/23/2016,99.75,100.389999,98.809998,99.589996,99.589996,8313500
3/24/2016,98.639999,98.849998,97.07,98.360001,98.360001,10671100
3/28/2016,98.339996,101.440002,97.82,101.209999,101.209999,12432200
3/29/2016,101.080002,104.330002,101,104.129997,104.129997,16008900
3/30/2016,104.650002,104.910004,101.480003,102.190002,102.190002,14705000
3/31/2016,102.43,103.529999,101.050003,102.230003,102.230003,9747500
4/1/2016,102.93,105.790001,102.470001,105.699997,105.699997,14182400
4/4/2016,105.900002,105.919998,103.199997,104.349998,104.349998,10940400
4/5/2016,103.470001,105.75,103.25,104.940002,104.940002,10060900
4/6/2016,105.300003,106.440002,104.25,104.830002,104.830002,9605800
4/7/2016,104.309998,106.440002,103.599998,104.449997,104.449997,10774900
4/8/2016,105.120003,105.330002,102.82,103.809998,103.809998,7857600
4/11/2016,104.040001,104.980003,102.620003,102.68,102.68,7451300
4/12/2016,103.150002,107.220001,102.209999,106.980003,106.980003,12437000
4/13/2016,108,111.279999,107.879997,109.650002,109.650002,16701700
4/14/2016,110.010002,111.639999,109.150002,110.419998,110.419998,9553700
4/15/2016,110.639999,111.849998,109.779999,111.510002,111.510002,11746100
4/18/2016,109.900002,110.699997,106.019997,108.400002,108.400002,32816400
4/19/2016,99.489998,101.370003,94.199997,94.339996,94.339996,55728800
4/20/2016,94.339996,96.980003,93.139999,96.769997,96.769997,26613500
4/21/2016,97.309998,97.379997,94.779999,94.980003,94.980003,19919400
4/22/2016,94.849998,96.690002,94.209999,95.900002,95.900002,15806300
4/25/2016,95.699997,95.75,92.800003,93.559998,93.559998,14985400
4/26/2016,93.5,93.550003,91.25,92.43,92.43,15330900
4/27/2016,92.18,92.5,90.209999,91.040001,91.040001,12218900
4/28/2016,91.5,92.669998,90.089996,90.279999,90.279999,11474900
4/29/2016,90.5,90.559998,88.209999,90.029999,90.029999,13968000
5/2/2016,90.410004,93.220001,89.889999,93.110001,93.110001,12547000
5/3/2016,92.080002,93.25,91.300003,91.540001,91.540001,10593900
5/4/2016,91,92.160004,90.349998,90.790001,90.790001,7394700
5/5/2016,90.910004,92.080002,89.25,89.370003,89.370003,10368500
5/6/2016,88.830002,90.879997,88.110001,90.839996,90.839996,10433900
5/9/2016,90.730003,91.830002,89.900002,90.540001,90.540001,9543700
5/10/2016,91.139999,93.25,91.089996,92.889999,92.889999,11175900
5/11/2016,92.400002,92.589996,89.900002,90.019997,90.019997,11692900
5/12/2016,90.32,90.410004,85.739998,87.739998,87.739998,20408100
5/13/2016,87.389999,88.589996,86.260002,87.879997,87.879997,11571400
5/16/2016,87.559998,90,86.150002,89.120003,89.120003,11247800
5/17/2016,89,90.870003,88.169998,88.629997,88.629997,11571300
5/18/2016,88.25,91.720001,88.25,90.5,90.5,13911800
5/19/2016,90.160004,91.269997,88.300003,89.550003,89.550003,11450300
5/20/2016,90.080002,93.279999,89.980003,92.489998,92.489998,15063000
5/23/2016,92.980003,95.290001,92.849998,94.889999,94.889999,13992300
5/24/2016,95.980003,99.139999,95.75,97.889999,97.889999,21246000
5/25/2016,99,100.309998,98.300003,100.199997,100.199997,15142900
5/26/2016,103.209999,104,101.379997,102.809998,102.809998,17824700
5/27/2016,102.440002,103.5,101.440002,103.300003,103.300003,9092100
5/31/2016,102.949997,103.449997,102.129997,102.57,102.57,8725700
6/1/2016,101.5,101.919998,100.160004,101.510002,101.510002,8393400
6/2/2016,101.389999,102.150002,100.769997,101.25,101.25,7992400
6/3/2016,100.989998,101,98.529999,99.589996,99.589996,9224000
6/6/2016,100.290001,101.07,99.720001,100.739998,100.739998,6828100
6/7/2016,101.199997,101.629997,99.769997,99.889999,99.889999,6474700
6/8/2016,100.019997,100.279999,97.599998,97.860001,97.860001,9423900
6/9/2016,97.220001,98.43,96.660004,97.089996,97.089996,8923800
6/10/2016,94.879997,95.349998,93.279999,93.75,93.75,12907900
6/13/2016,95.019997,97.199997,93.620003,93.849998,93.849998,13484300
6/14/2016,94.160004,95.800003,93.269997,94.120003,94.120003,9480400
6/15/2016,94.610001,95.459999,93.5,94.290001,94.290001,7675400
6/16/2016,94.18,95.559998,93.25,95.440002,95.440002,7550800
6/17/2016,95.75,95.769997,94.199997,94.449997,94.449997,8046800
6/20/2016,95.220001,95.879997,93.650002,93.800003,93.800003,9026400
6/21/2016,93.870003,93.879997,90.769997,90.989998,90.989998,15199700
6/22/2016,90.779999,91.980003,89.769997,90.010002,90.010002,9454700
6/23/2016,90.620003,91.68,88.150002,91.660004,91.660004,10819000
6/24/2016,87.529999,90.489998,87.209999,88.440002,88.440002,11248600
6/27/2016,87.879997,88,84.809998,85.330002,85.330002,13730500
6/28/2016,87.410004,88.879997,86.410004,87.970001,87.970001,11545600
6/29/2016,89.669998,91.970001,88.699997,91.059998,91.059998,11687100
6/30/2016,90.910004,91.720001,89.900002,91.480003,91.480003,9099000
7/1/2016,95,97,94.800003,96.669998,96.669998,16167200
7/5/2016,95.199997,101.269997,93.309998,97.910004,97.910004,25879400
7/6/2016,95.029999,96,93.550003,94.599998,94.599998,16301200
7/7/2016,94.699997,95.379997,93.18,95.099998,95.099998,9913500
7/8/2016,96,97.410004,95.300003,97.059998,97.059998,8335400
7/11/2016,96.190002,96.870003,94.300003,94.669998,94.669998,13276200
7/12/2016,95.07,96.720001,94.089996,95.970001,95.970001,11617400
7/13/2016,96.260002,96.720001,94.800003,96.43,96.43,8768900
7/14/2016,97,98.269997,96.800003,98.019997,98.019997,9885000
7/15/2016,98.519997,98.699997,97.410004,98.389999,98.389999,9041900
7/18/2016,98.43,99.839996,97.239998,98.809998,98.809998,28669700
7/19/2016,85.43,86.75,84.5,85.839996,85.839996,55681200
7/20/2016,86.669998,88.489998,85.82,87.910004,87.910004,23525100
7/21/2016,88.300003,88.379997,85.209999,85.989998,85.989998,16084000
7/22/2016,86.480003,86.5,85.110001,85.889999,85.889999,11363900
7/25/2016,85.730003,87.870003,85.010002,87.660004,87.660004,14135000
7/26/2016,91.029999,93.099998,90.900002,91.410004,91.410004,19577600
7/27/2016,91.5,92.059998,90.099998,92.040001,92.040001,8727500
7/28/2016,91.919998,92.209999,90.68,91.650002,91.650002,6227700
